,,Real effective exchange rate (index; narrow definition; 27 economies) - Australia - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Austria - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Belgium - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Canada - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Chinese Taipei - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Denmark - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Euro area - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Finland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - France - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Germany - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Greece - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Hong Kong SAR - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Ireland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Italy - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Japan - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Korea - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Mexico - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Netherlands - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - New Zealand - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Norway - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Portugal - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Singapore - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Spain - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Sweden - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Switzerland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United Kingdom - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United States - BIS - Monthly
Date string,,Australia,Austria,Belgium,Canada,Chinese Taipei,Denmark,Euro area,Finland,France,Germany,Greece,Hong Kong SAR,Ireland,Italy,Japan,Korea,Mexico,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,United States
1964-01-31,1964-01-31,116.01,79,96.81,132.44,110.87,81.67,88.26,126.95,126.22,102.98,112.19,92.81,93.71,119.22,56.85,208.69,148.22,78.04,103,106.48,71.52,122.91,69.02,169.67,62.7,158.43,115.97
1964-02-29,1964-02-29,116.06,79.07,96.58,132.29,110.65,81.36,88.24,127.58,125.98,103.17,111.94,95.27,93.57,119.17,56.42,222.94,145.45,77.82,102.76,107.31,71.79,122.8,68.93,169.94,62.51,157.96,115.59
1964-03-31,1964-03-31,116.08,78.77,96.08,132.17,110.23,81.32,88.28,128.77,125.82,102.97,112.75,92.13,93.5,119.35,56.4,227.66,146.68,78.59,102.86,107.13,72.54,122.3,69.04,171.51,62.44,157.8,115.42
1964-04-30,1964-04-30,115.36,78.29,95.83,132.71,109,82.43,88.07,128.98,125.52,102.15,112.19,90.22,96.52,119.03,56.94,231.23,145.87,81.73,102.82,107.79,71.97,120.08,68.97,170.72,62.64,158.9,114.8
1964-05-31,1964-05-31,117.82,79.29,96.58,134.07,111.52,82.78,89.13,130.68,126.07,102.83,112.81,95.85,96.55,120.18,60.1,122.73,147.44,79.73,104.64,108.32,71.55,123.51,69.44,172.47,63.35,161.74,118.01
1964-06-30,1964-06-30,118.02,79.29,97.46,133.88,110.69,82.59,89.62,131.04,126.28,102.4,111.72,97.01,96.38,121.17,59.98,117.11,146.96,79.49,105.22,108.12,71.45,123.4,70.29,172.86,63.14,161.14,118.74
1964-07-31,1964-07-31,118.32,80.59,98.09,134.34,109.71,82.27,90.13,130.76,126.13,102.19,111.32,97.83,97.23,121.49,59.94,113.76,146.75,79.28,105.56,108.85,71.5,123.9,71.57,172.6,62.84,160.29,118.98
1964-08-31,1964-08-31,118.54,80.34,97.89,134.82,110.53,81.84,89.96,130.43,125.72,101.82,110.09,96.7,96.7,121.46,60.4,112.41,147.68,79.97,105.73,109.51,71.3,125.64,72.56,173.39,62.82,161.41,118.05
1964-09-30,1964-09-30,118.16,80.01,97.69,134.42,111.12,81.43,89.83,131.26,126.02,101.25,110.56,99.66,96.28,121.46,60.92,115.5,147.4,80.56,105.62,110.11,70.81,124.08,72.99,173.05,62.63,160.34,117.43
1964-10-31,1964-10-31,117.92,79.93,97.79,134.19,112.14,82.63,89.84,130.93,125.89,101.09,111,100.45,97.05,121.76,61.64,117.09,147.5,79.66,105.63,108.5,71.01,122.34,73.93,172.05,62.56,159.51,116.59
1964-11-30,1964-11-30,118.04,79.49,97.95,133.99,111.76,82.29,90.22,131.05,125.36,101.31,109.71,101.1,96.88,121.86,61.28,116.89,147.66,79.55,105.95,109.26,70.87,122.09,75.47,172.08,62.39,159.02,116.82
1964-12-31,1964-12-31,117.93,78.89,97.82,134.62,110,82.08,90.29,130.86,124.71,101.82,111.06,96.25,96.51,121.83,61.53,117.64,147.77,79.2,105.89,108.93,70.69,123.14,76.06,172.32,62.22,160.4,116.4
1965-01-31,1965-01-31,117.01,78.98,97.47,134.4,107.75,83.09,90.26,130.8,124.48,101.38,110.48,92.99,97.17,121.77,62.62,121.75,147.92,80.89,105.36,108.33,70.57,122.6,76.46,172.26,61.93,159.7,115.56
1965-02-28,1965-02-28,117.15,78.81,97.6,134.12,107.43,82.92,90.53,131.09,124.65,101.21,109.4,93.84,97.2,121.81,62.13,124.81,147.64,80.78,105.23,108.19,70.47,122.13,77.68,171.96,61.87,159.59,115.52
1965-03-31,1965-03-31,117.17,78.87,97.31,133.06,106.76,82.59,90.76,131.54,124.21,101.52,110.01,94.71,96.92,121.7,62.29,123.24,148.73,81.12,104.91,110.02,71.09,121.08,78.05,172.47,61.5,158.92,115.8
1965-04-30,1965-04-30,117.06,78.56,96.93,133.46,106.38,83.67,90.08,130.78,123.86,101.15,110.33,94.06,97.76,121.26,63.01,123.72,148.74,81.33,104.07,109.29,71.58,118.35,78.18,172.11,61.36,161.7,115.22
1965-05-31,1965-05-31,117.73,80.47,97.87,133.4,107.03,83.47,90.36,131.09,123.89,100.75,110.99,94,97.67,121.42,62.54,123.29,150.82,81.44,104.16,109.13,70.91,119.33,78.31,171.51,61.85,161.41,115.1
1965-06-30,1965-06-30,117.8,83.01,97.65,134,107.21,83.01,90.68,131.13,125.59,100.58,110.55,93.83,97.25,121.03,62.28,120.69,150.17,81.01,104.34,108.74,70.41,119.5,77.55,171.62,62.02,160.43,115.54
1965-07-31,1965-07-31,118.24,82.11,97.98,133.91,107.47,85.19,90.35,131.51,124.26,100.67,110.52,95.82,97.54,121.43,61.92,120.73,148.5,81.03,104.89,109.28,70.6,118.83,77.71,175.44,62.35,160.28,115.74
1965-08-31,1965-08-31,118.28,82.13,97.88,134.38,107.88,84.99,89.98,131.66,123.58,100.24,110.36,95.5,97.16,121.54,62.02,121.51,149.12,81.66,105.06,108.05,70.9,119.24,78.01,175.01,62.7,161.73,115.29
1965-09-30,1965-09-30,118.33,81.5,97.89,134.42,107.82,85,89.85,130.81,123.58,99.93,110.95,95.95,97.06,121.43,62.9,120.35,149.13,81.78,104.78,108.83,72.02,118.97,78.51,175.07,62.67,161.48,114.66
1965-10-31,1965-10-31,118.56,80.83,97.69,134.11,106.36,86.22,89.79,131.35,123.49,100.32,111.49,96.57,97,120.88,63.52,118.84,148.77,81.45,104.42,107.38,72.32,118.77,78.69,174.78,62.61,161.27,114.62
1965-11-30,1965-11-30,119.17,80.72,97.83,134.92,106.67,85.96,90.25,131.09,123.03,100.69,111.17,95.66,96.81,120.39,63.11,117.16,150.29,81.81,104.49,108.23,72.69,119.72,80.18,174.19,62.95,160.78,114.43
1965-12-31,1965-12-31,119.18,80.66,97.98,135.15,106.92,85.67,90.18,130.42,122.84,100.77,111.59,93.38,96.26,120.36,63.19,117.15,150.64,81.65,104.25,107.73,72.01,120.18,80.33,174.49,62.87,161.67,114.26
1966-01-31,1966-01-31,119.18,80.03,97.78,135.04,106.07,86.71,90.05,130.12,123.17,100.53,112.03,93.75,96.04,120.41,63.69,119.22,149.84,82.22,103.95,107.08,73.07,120.99,79.77,175.93,62.8,161.13,113.65
1966-02-28,1966-02-28,119.02,79.48,97.82,134.87,104.06,86.32,89.88,129.98,122.89,100.46,110.92,93.45,95.81,120.17,63.77,121.93,151.09,82.86,103.85,106.67,74,119.38,79.48,177.69,62.75,160.61,113.93
1966-03-31,1966-03-31,118.67,79.25,97.9,135.29,103.71,86.11,89.94,130.04,123.04,100.54,112.5,93.23,95.46,119.88,63.5,125.1,150.67,83.09,103.96,107.45,74.81,118.16,79.27,178.23,62.64,159.87,114
1966-04-30,1966-04-30,117.66,79,98.14,135.1,103.55,87.38,89.67,129.89,122.58,100.59,112.67,92.56,96.48,119.65,64.07,124.47,149.86,82.89,103.54,106.7,74.47,117.72,79.57,177.61,62.53,160.41,113.94
1966-05-31,1966-05-31,117.32,78.83,98.63,135.05,103.78,86.89,89.59,130.53,122.58,100.22,112.42,92.35,96.07,119.54,63.36,128.23,150.33,82.69,103.73,106.29,73.36,117.36,80.61,178.23,63.32,161.51,113.75
1966-06-30,1966-06-30,116.73,79.21,98.65,135.45,106.07,86.75,89.58,130.5,122.36,100.31,112.23,94.73,95.86,119.36,63.06,127.91,150.29,83.18,103.86,106.12,71.52,117.27,80.67,178.33,63.12,161.04,113.71
1966-07-31,1966-07-31,116.32,79.06,97.84,135.25,105.81,87.09,89.56,130.89,122.61,100.58,111.17,98.13,97.26,119.26,63.12,127.05,150.21,82.59,103.94,108.09,71.91,117.34,80.48,177.01,62.97,160.57,113.79
1966-08-31,1966-08-31,116.35,79.75,97.76,135.42,105.25,86.87,89.27,131.34,122.4,100.18,111.1,94.39,96.92,119.22,62.41,129.77,150.46,82.79,103.99,107.96,71.69,118.16,80.61,177.82,62.97,162.03,114.41
1966-09-30,1966-09-30,116.13,79.78,97.57,135,106.95,86.96,88.93,131.77,122.15,100.04,112.69,93.8,96.79,118.97,63.17,131.24,151.52,82.82,103.5,107.77,72.38,116.75,80.25,177.92,62.91,161.79,113.77
1966-10-31,1966-10-31,116.19,79.99,97.53,133.83,107.16,88.22,88.77,131.77,121.29,100.18,113.26,91.49,96.87,118.69,63.31,134.12,150.29,82.57,103.01,108.4,73.54,115.46,80.54,177.53,62.73,161.36,114.14
1966-11-30,1966-11-30,116.9,79.69,97.14,133.59,105.92,87.7,89.24,131.74,121.24,101,112.69,91.73,96.36,118.46,62.62,130.9,150.54,82.18,103.31,107.97,73.16,117.07,81.55,177.86,63.41,162.25,114.38
1966-12-31,1966-12-31,116.96,79.37,97.05,134.07,104.6,87.58,89.25,132,120.77,101.17,113.31,92.35,96.19,118.53,63.26,130.32,150.92,82.03,103.56,107.71,72.66,117.38,81.97,177.41,63.54,161.77,113.87
1967-01-31,1967-01-31,116.77,80.6,96.96,134.21,104.85,88.11,89.2,129.04,121.2,100.84,112.97,94.44,96.12,118.11,63.71,130.81,150.6,82.24,103.97,108.1,73.29,118.31,81.71,178.2,63.35,161.09,113.18
1967-02-28,1967-02-28,116.91,80.26,97.52,133.97,106.57,87.75,89.57,129.94,121.06,100.75,112.78,94.06,96.32,118.13,63.74,132.51,150.62,82.74,104.77,107.88,73.95,118,82.18,179.03,62.99,159.25,112.85
1967-03-31,1967-03-31,116.96,79.87,97.71,134.15,104.41,87.54,89.39,130.15,120.89,100.62,113.27,92.98,95.87,118.07,63.88,134.25,149.94,82.75,105.51,107.44,74.7,117.03,82.19,180.08,62.83,160.49,112.87
1967-04-30,1967-04-30,117.04,79.79,98.12,134.41,103.79,88.49,89.35,131.93,120.6,100.2,113.82,93.53,97.4,117.95,63.9,137.21,150.92,83.15,106.13,107.15,74.45,114.69,83.11,179.74,62.83,160.11,112.7
1967-05-31,1967-05-31,117.46,80.07,98.4,134.93,104.26,88.11,89.57,132.65,121.37,100.09,111.87,91.7,97.2,117.87,62.99,138.73,150.89,83.14,106.91,107.94,72.67,115.84,83.25,179.82,63.51,159.62,112.98
1967-06-30,1967-06-30,117.61,79.84,98.33,135.55,104.91,87.89,89.16,132.89,121.55,99.82,110.88,95.92,96.71,118.25,62.57,137.22,150.23,83.07,107.31,108.78,71.9,116.93,82.42,180.15,63.87,160.61,113.08
1967-07-31,1967-07-31,117.81,80.48,98.06,136.26,106.14,93.6,89.08,133.8,122.07,99.03,110.87,95.66,96.82,118.31,62.37,136.89,150.37,83.73,107.47,109.23,72.52,118.33,82.44,179.86,63.94,158.51,113.09
1967-08-31,1967-08-31,117.49,80.71,98.23,136.8,105.26,93.32,88.95,134.28,122.15,98.13,109.01,102.24,96.62,118.54,62.52,137.9,151.06,84.12,107.26,108.96,73.46,117.16,83.57,179.78,63.82,157.91,112.79
1967-09-30,1967-09-30,116.47,81.01,98.34,136.23,105.53,93.1,88.87,134.42,122.07,97.7,109.44,103.14,96.3,118.97,63.41,138.77,150.3,84.17,106.67,108.54,74.24,117.15,83.57,179.52,63.22,157.14,112.36
1967-10-31,1967-10-31,115.89,81.22,98.42,136.14,104.75,94.51,87.97,102.46,122.81,97.89,109.38,95.12,96.65,118.67,64.37,140.44,149.81,84.47,106.37,108.55,74.69,116.46,83.74,179.23,63.32,158.98,112.5
1967-11-30,1967-11-30,116.77,80.96,99.02,135.81,104.75,92.48,89.25,103.85,124.2,99,108.76,94.4,93.4,119.27,64.18,141.94,150.11,84.77,106.66,109.37,76.23,117.87,80.35,179.63,64.47,150.25,113.19
1967-12-31,1967-12-31,119.87,81.58,100.01,135.88,105.96,89.25,90.4,101.1,126.13,100.21,110.51,90.03,87.33,120.24,65.35,139.61,151.13,85.68,86.23,112.07,78.19,119.41,74.14,182.24,65.38,139.22,114.04
1968-01-31,1968-01-31,119.99,81.28,99.99,135.26,105.72,89.55,90.42,107.88,126.2,100.21,110.87,90.42,88.87,119.77,65.6,141.4,150.18,85.4,85.99,111.5,78.2,118.71,73.98,182.6,64.78,138.66,114.13
1968-02-29,1968-02-29,120.1,81.18,99.87,134.53,104.67,89.37,90.49,108.08,126.39,100.29,109.79,91.85,88.71,119.5,65.67,143.12,149.36,85.78,86.16,111.3,78.43,116.98,73.72,182.66,64.68,138.35,114.33
1968-03-31,1968-03-31,119.32,81.27,99.63,135.17,104.9,89.15,90.54,109.36,126.03,100.38,111.23,88.91,88.08,119.29,65.5,144.57,148.59,85.89,86.55,112.03,78.71,116.38,74.29,182.51,64.53,138.71,114.39
1968-04-30,1968-04-30,118.55,81.17,99.42,135.3,109,91.46,90.13,109.56,125.45,100.18,110.95,90.15,89.12,119.13,65.36,143.49,148.55,85.67,86.68,111.51,78.55,115.53,74.84,181.6,64.17,139.79,114.14
1968-05-31,1968-05-31,117.77,80.88,99.42,135.29,109.56,91.2,90.08,109.41,125.77,100.1,110.71,88.44,88.45,119.54,65.25,143.76,148.48,85.53,87.07,111.34,78.25,114.11,74.41,181.46,64.49,140.11,114.35
1968-06-30,1968-06-30,117.89,81.54,99.61,135.61,111.37,91.08,89.72,110.27,125.19,99.66,110.88,90.33,88.33,119.32,64.61,144.48,148.87,85.9,87.29,111.41,77.9,113.88,74.7,181.53,64.89,139.88,114.83
1968-07-31,1968-07-31,118.46,81.85,99.62,136.75,112.87,90.99,89.21,110.38,125.56,99.2,110.01,90.92,88.54,119.18,64.61,143.47,148.46,85.47,87.15,112.26,78.93,113.99,74.01,182.29,64.9,140.01,114.94
1968-08-31,1968-08-31,118.27,82.24,99.36,137.11,115.28,90.77,88.93,110.32,126.15,98.49,109.86,90.97,88.43,119.16,64.93,143.6,148.1,85.88,87.08,112.11,79.6,114.27,73.95,181.66,64.84,139.81,114.62
1968-09-30,1968-09-30,117.14,81.76,98.97,136.51,112.45,90.51,89.02,109.9,126.35,99.15,110.14,91.14,88,118.62,66.53,141.25,147.68,85.56,87.05,111.62,79.64,112.79,73.46,181.39,64.66,138.86,114.29
1968-10-31,1968-10-31,116.36,82.36,98.61,135.84,112.88,90.57,88.83,110.04,127.39,98.71,110.63,88.37,88.9,117.95,66.3,143.64,147.79,85.5,87.28,112.19,80.26,112.17,73.32,180.73,64.71,139.8,114.58
1968-11-30,1968-11-30,116,81.84,98.58,136.88,110.26,90.23,89.17,109.69,127.37,99.27,109.35,85.52,88.59,117.52,66.45,146.22,147.39,85.73,87.6,111.99,80.91,111.71,73.51,179.07,65.03,139.14,114.48
1968-12-31,1968-12-31,116.85,81.91,98.68,136.67,108.14,90.23,89.21,109.34,127.91,98.72,110.87,86.49,88.17,117.64,66.01,145.05,147.26,86.41,87.95,111.68,80.87,111.48,73.8,180.17,65.11,139.98,114.97
1969-01-31,1969-01-31,117.56,82.01,98.28,136.17,108.3,89.9,89.17,109.19,128.79,97.99,110.35,88.24,90.57,117.19,66.02,148.2,145,88.51,87.7,111,81.66,110.88,73.16,179.88,64.62,140.69,114.73
1969-02-28,1969-02-28,118.24,81.7,98.45,135.32,109.41,89.49,89.02,108.94,128.83,97.84,108.52,90.24,90.52,116.87,65.74,148.24,144.34,89.13,87.65,111.76,83.51,110.27,72.53,179.78,64.58,140.62,115.18
1969-03-31,1969-03-31,117.68,81.51,98.36,134.71,108.33,89.35,88.67,108,128.88,97.62,109.81,89.75,90,116.31,66.05,148,143.31,89.3,87.5,111.38,83.91,110.22,72.65,179.65,64.52,141.3,115.64
1969-04-30,1969-04-30,116.82,81.55,98.19,136.17,108.31,89.66,88.66,108.31,128.83,97.28,110.97,87.83,91.07,116.51,66.16,147.62,143.75,89.7,87.51,110.84,83.77,109.37,73.09,179.8,63.74,141.99,115.5
1969-05-31,1969-05-31,116.13,81.22,98.47,135.65,106.92,89.4,88.98,108.28,128.65,97.97,109.85,86.17,90.77,116.49,66.24,148.04,143.41,88.99,87.85,110.61,83.78,110.33,72.79,179.2,63.79,141.16,115.76
1969-06-30,1969-06-30,116.27,81.68,98.3,135.55,107.51,89.37,88.36,108.31,128.87,97.44,109.68,88.24,90.51,117.05,65.95,147.8,142.8,88.73,87.97,111.54,82.64,109.41,71.82,178.91,64.25,142.55,116.16
1969-07-31,1969-07-31,116.38,82.05,98.6,135.3,109.19,90.07,88.43,108.1,129.23,97.15,109.39,88.48,91.99,117.01,66.35,146.62,143.25,87.97,87.84,112.01,83.46,108.35,72.23,179.24,64.06,140.71,116.16
1969-08-31,1969-08-31,116.19,82.21,99.75,135.68,110.95,90.47,87.16,108.52,119.77,97.97,108.26,92.67,92.11,118.58,66.85,145.86,142.68,89.3,87.74,111.25,83.75,108.19,73.52,181.03,64.36,140.99,116.4
1969-09-30,1969-09-30,115.66,81.91,100.05,135.24,110.34,90.4,86.51,108.43,115.81,98.58,109.81,89.16,91.78,118.68,67.55,149.28,143.45,89.9,87.4,111.95,85.03,107.86,73.78,181.1,64.48,142.03,116.19
1969-10-31,1969-10-31,114.3,79.6,98.96,134.08,119.3,90.47,88.06,106.58,113.19,104.4,108.2,87.66,91.27,116.53,66.66,150.72,143.4,88.47,86.58,110.15,84.42,105.59,72.46,178.15,63.23,140.92,115.26
1969-11-30,1969-11-30,114.52,79.11,99.32,133.93,113.93,90.24,88.84,106.22,113.21,105.46,107.5,86.47,91.09,116.86,66.61,145.42,142.85,87.7,86.74,109.65,84.64,106.86,72.55,178.1,63.05,140.56,116.05
1969-12-31,1969-12-31,114.28,79.39,99.26,134.8,108.02,89.84,88.8,105.58,113.01,105.85,107.75,86.98,90.57,116.44,66.81,147.49,143.3,86.82,86.9,110.09,84.93,107.94,72.97,178.05,63.19,141.08,116.04
1970-01-31,1970-01-31,113.93,79.33,98.92,134.98,105.77,89.94,88.65,105.34,113.74,106.24,106.85,87.79,91.43,115.62,67.99,147.85,143.78,85.72,86.87,114.46,84.27,105.39,72.77,178.97,62.75,141.26,115.19
1970-02-28,1970-02-28,114.18,78.88,98.92,134.26,107.19,89.51,88.55,105.15,113.86,106.03,104.89,88.04,91.31,116.13,67.6,149.85,143.09,85.95,87.2,114.91,83.71,105.34,72.29,180.55,62.74,140.96,115.43
1970-03-31,1970-03-31,113.94,78.43,98.77,133.5,106.96,88.95,88.59,104.81,113.71,106.3,106.55,89.61,90.71,115.86,67.84,151.75,142.27,86.02,87.22,115.24,84.27,103.23,72.42,180,62.27,141.31,115.35
1970-04-30,1970-04-30,113.46,77.84,98.23,133.13,106.86,89.54,88.54,104.16,113.54,106.99,107.18,86.76,93.46,115.44,67.92,153.1,141.18,85.88,87.05,114.36,83.24,102.65,72.24,178.56,61.84,142.66,115.5
1970-05-31,1970-05-31,113.64,78.03,98.06,132.89,106.18,89.32,88.74,104.02,114.2,107.05,106.97,89,93.28,115.64,67.45,151.27,142.08,85.84,87.33,114.94,82.26,102.72,71.69,179.07,62.2,142.19,115.83
1970-06-30,1970-06-30,113.38,78.66,97.73,136.9,105.15,89.09,88.7,103.93,114.49,106.95,106.69,89.69,92.67,115.47,67.33,147,141.4,85.93,87.46,114.55,81.29,102.4,71.84,179.77,62.23,142.57,115.66
1970-07-31,1970-07-31,112.94,79.11,98,138.31,106.53,91.23,88.76,103.7,114.39,106.46,104.84,89.3,93.76,115.23,66.88,146.73,141.84,86.24,87.65,115.73,81.41,103.07,73.03,180.19,62.3,141.43,115.59
1970-08-31,1970-08-31,112.88,78.91,97.85,139.56,109.38,90.88,88.7,103.7,114.2,106.03,102.99,91.73,93.29,115.35,66.57,146.79,142.77,86.87,88.14,115.36,81.41,102.54,73.98,180.23,62.32,141.93,114.85
1970-09-30,1970-09-30,112.46,78.71,97.41,138.75,111.19,90.47,88.55,103.37,114.31,105.41,104.78,92.92,92.88,116.08,67.21,148.81,141.9,87.14,88.61,115.74,81.43,101.33,73.98,179.42,62.31,140.93,114.52
1970-10-31,1970-10-31,112.5,78.73,97.03,137.18,108.57,91.21,88.17,102.75,113.76,105.15,104.84,92.29,94.16,116.41,68,150.03,141.12,86.89,89.23,115.7,81.72,100.65,74.25,179.53,61.89,142.54,114.51
1970-11-30,1970-11-30,113.18,78.45,96.85,136.8,107.03,90.82,88.33,102.6,113.95,105.23,104.37,89.39,93.97,116.85,67.87,148.94,141.67,86.89,90.15,116.1,81.72,100.31,74.11,180.46,62.62,142.11,114.96
1970-12-31,1970-12-31,113.19,78.67,96.68,135.81,105.44,90.56,88.04,102.43,113.74,105.11,105.51,86.84,93.53,116.65,67.95,153.08,142.12,86.8,90.61,116.72,81.89,100.55,74.06,180.77,62.79,142.75,115.13
1971-01-31,1971-01-31,113.12,78.1,96.17,136.77,106.46,89.48,87.76,102.21,113.2,105.53,103.74,89.34,94.42,115.9,67.88,155.11,142.75,86.86,90.28,115.91,83.5,102.56,74.09,184.78,62.62,144.57,113.73
1971-02-28,1971-02-28,113.51,77.42,96.3,137.64,105.83,89,88.2,102.52,113.4,106.13,101.62,87.04,94.43,115.76,67.71,156.93,143.4,87.42,90.98,115.37,83.22,100.46,73.56,183.93,62.63,144.53,113.49
1971-03-31,1971-03-31,113.16,77.23,96.15,137.36,104.84,88.54,88.08,102.58,113.07,106.01,103.32,87.4,93.73,115.74,67.65,158.49,142.97,87.48,91.33,115.69,84.37,99.59,73.95,183.69,62.64,146.2,113.36
1971-04-30,1971-04-30,112.78,77.38,95.95,138.06,104.13,89.89,88.09,102.59,113.18,105.9,104.17,85.02,95.47,115.21,68.36,155.73,143.57,87.92,91.59,115.12,84.52,97.93,74.28,181.99,62.32,147.58,112.94
1971-05-31,1971-05-31,112.81,78.22,94.86,137.22,103.66,89,88.31,101.93,112.34,107.65,104.31,85.94,94.55,114.3,68.24,151.01,142.79,88.57,91.8,114.6,83.94,98.47,73.87,179.47,65.1,147.36,113.05
1971-06-30,1971-06-30,113.38,78.79,94.31,135.34,103.18,88.64,88.18,103.23,111.92,108.84,103.03,88.42,93.98,113.17,68.2,147,143.06,87.75,91.92,114.99,83.84,98.32,73.79,179.6,65.35,147.8,113.78
1971-07-31,1971-07-31,114.69,78.78,94.35,136.51,103.22,89.44,88.64,103.13,112.03,109.82,100.22,88.74,95.21,113.12,68.44,133.6,141.72,87.49,92.19,115.36,85.01,98.98,73.31,179.55,65.29,148.23,114.11
1971-08-31,1971-08-31,115.69,78.69,95.89,138.26,104.15,88.99,88.78,103.35,110.96,110.6,97.52,92.59,94.6,112.56,68.1,133.83,143.16,88.58,92.39,115.32,84.89,97.6,72.6,181.21,65.69,148.65,112.97
1971-09-30,1971-09-30,115.4,78.69,96.06,136.43,101.35,88.94,88.62,102.56,109.3,110.61,97.76,89.72,94.45,112.45,72.85,132.16,142.03,89.78,91.95,115.25,86.71,95.87,72.52,179.99,65.73,147.98,110.36
1971-10-31,1971-10-31,115.8,78.67,97.18,137.5,100.97,89.97,88.9,101.25,108.14,110.98,97.29,88.28,96.21,111.96,74.17,129.6,141.24,90.64,92.31,116.2,88.84,94.29,72.86,181.44,65.32,147.45,109.29
1971-11-30,1971-11-30,116.21,78.42,98.17,137.52,100.56,89.58,89.16,101.34,108.26,110.41,96.92,86.85,95.81,111.74,73.87,129.73,141.12,91.26,92.88,115.53,89.44,94.73,73.93,181.34,65.73,148.13,109.09
1971-12-31,1971-12-31,116.15,78.38,98.27,137.52,98.51,88.97,89.66,99.55,108.68,110.61,96.15,87.13,95.19,112.15,74.87,128.13,140.83,91.3,92.88,115.68,87.74,98.11,74.58,183.26,65.97,148.1,107.61
1972-01-31,1972-01-31,116.4,78.39,98.54,136.51,95.57,89.21,90.96,96.65,111.83,110.79,93.95,90.63,97.23,111.75,75.82,127.21,141.11,91.81,93.64,115.59,86.09,98.7,74.52,183.66,65.11,147.55,106.01
1972-02-29,1972-02-29,114.79,78.25,98.71,136.08,96.02,88.35,91.2,96.13,112.6,111.12,91.15,90.59,96.84,111.22,77.25,127.65,139.85,92.29,92.9,114.76,86.3,97.86,73.21,182.33,64.85,148.17,104.78
1972-03-31,1972-03-31,114.02,78.29,97.62,136.92,95.01,87.81,91.39,95.8,113.06,111.32,92.74,88.21,96.49,111.18,78.17,128.23,140.21,91.97,92.52,115.51,86.91,97.38,74.1,182.25,64.46,148.71,103.93
1972-04-30,1972-04-30,113.93,77.96,97.26,137.58,94.8,89.15,91.14,97.11,113.37,111.1,93.75,87.74,97.2,110.84,78.74,126.63,140.88,92.02,92.64,115.87,86.95,96.28,74.46,182.02,64.47,149.01,103.75
1972-05-31,1972-05-31,113.98,77.99,97.26,138.12,94.88,88.78,91.28,97.34,113.94,110.35,93.3,90.91,96.77,111.57,78.41,125.27,140.44,91.88,92.66,115.64,89.03,96.28,74.39,182.91,64.59,149.33,103.53
1972-06-30,1972-06-30,114.32,79,97.77,139.06,95.51,88.47,91.29,97.21,114.11,110.4,92.74,90.64,95.34,111.93,78.7,124.11,141.04,92.1,92.41,117.61,86.48,96.6,74.33,183.72,65.82,147.2,103.24
1972-07-31,1972-07-31,115.19,79.14,98.45,139.94,96.24,90.42,91.72,97.79,114.7,111.39,91.09,88.07,93.9,111.69,79.02,124.92,140.56,92,92.79,119.25,86.31,97.86,76.29,185.82,66.76,140.04,103.66
1972-08-31,1972-08-31,114.97,79.46,98.34,140.82,98.98,90.4,91.09,97.97,115.19,109.87,89.61,90.2,93.55,112.16,79.05,126.21,141.01,91.5,92.49,119.15,85.84,98.42,76.87,185.87,66.43,141.74,102.88
1972-09-30,1972-09-30,114.96,79.08,98.25,140.95,98.19,89.63,91.58,97.9,114.99,110.23,90.94,90.87,92.98,112.65,79.24,125.75,141.59,91.53,92.34,118.5,85.82,99.09,77.56,185.75,66.52,140.38,102.65
